symbol,sample,status,reward_score,return_pct,sharpe_ratio,avg_annual_return_pct,max_drawdown_pct,strategy_code,model
AAPL,1,profitable,1.0,0.5592000000000263,-2.8744859138630487,0.1399554096764649,0.6309772933750851,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma_short = bt.indicators.SimpleMovingAverage(self.data.close, period=20)
        self.sma_long = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.crossover = bt.indicators.CrossOver(self.sma_short, self.sma_long)

    def next(self):
        if not self.position:
            if self.crossover > 0:
                self.buy()
        elif self.crossover < 0:
            self.sell()",Qwen2.5-7B base
AAPL,2,profitable,7.962054642747973,31.31849999999996,0.4845696444602106,7.962054642747973,29.91065940863378,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.bb = bt.indicators.BollingerBands(self.data.close, period=20)
        self.rsi = bt.indicators.RSI_SMA(self.data.close, period=14)

    def next(self):
        if self.rsi < 30 and self.data.close < self.bb.lines.bot:
            self.order_target_percent(target=1.0)
        elif self.rsi > 70 and self.data.close > self.bb.lines.top:
            self.order_target_percent(target=0.0)",Qwen2.5-7B base
AAPL,3,profitable,1.0,0.2164000000000054,-4.145910319303069,0.0543162746755671,0.764927469088246,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma50 = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.sma200 = bt.indicators.SimpleMovingAverage(self.data.close, period=200)

    def next(self):
        if self.sma50[0] > self.sma200[0] and self.sma50[-1] <= self.sma200[-1]:
            self.buy()
        elif self.sma50[0] < self.sma200[0] and self.sma50[-1] >= self.sma200[-1]:
            self.sell()",Qwen2.5-7B base
AAPL,4,loss,0.0,-38.59769999999998,-1.5147748214796355,-11.116582539037942,46.311294345978176,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(period=50)

    def next(self):
        if self.data.close[0] > self.sma[0]:
            self.buy()
        elif self.data.close[0] < self.sma[0]:
            self.sell()",Qwen2.5-7B base
AAPL,5,profitable,16.485965087620684,80.9936,1.432821694531628,16.485965087620684,21.398975900784503,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.rsi = bt.indicators.RSI_SMA(self.data.close, period=14)
        self.bbands = bt.indicators.BBands(self.data.close, period=20)

    def next(self):
        if not self.position:
            if self.rsi < 30 and self.data.close < self.bbands.lines.bot:
                self.order_target_percent(self.data, 1.0)
        else:
            if self.rsi > 70 or self.data.close > self.bbands.lines.top:
                self.close()",Qwen2.5-7B base
AAPL,6,profitable,1.0,0.4101000000000132,-7.3655055382191055,0.1024418583294162,0.7391980754606376,"class Strategy(bt.Strategy):
    params = (
        ('rsi_period', 14),
        ('rsi_upper', 70),
        ('rsi_lower', 30),
    )

    def __init__(self):
        self.dataclose = self.data.close
        self.datahigh = self.data.high
        self.datalow = self.data.low
        self.volume = self.data.volume

        self.rsi = bt.indicators.RSI(self.dataclose, period=self.p.rsi_period)

    def next(self):
        if not self.position:
            if self.rsi < self.p.rsi_lower:
                self.buy()
        else:
            if self.rsi > self.p.rsi_upper:
                self.sell()",Qwen2.5-7B base
AAPL,7,exception,-2.0,,,,,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(period=50)
        self.macd = bt.indicators.MACD()
        self.macd_signal = bt.indicators.MACDSignal()
    
    def next(self):
        if self.macd.macd() > self.macd_signal.macd_signal() and self.data.close[0] > self.sma[0]:
            self.order_target_percent(target=1.0)
        elif self.macd.macd() < self.macd_signal.macd_signal() and self.data.close[0] < self.sma[0]:
            self.sell()",Qwen2.5-7B base
AAPL,8,profitable,1.0,0.5059999999999398,-10.245423081584663,0.1262970012781195,0.2392075727192327,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.macd = bt.indicators.MACD(self.data)

    def next(self):
        if not self.position:
            if self.macd.macd[0] > self.macd.signal[0] and self.data.close[0] > self.sma[0]:
                self.buy()
        elif self.position:
            if self.macd.macd[0] < self.macd.signal[0] or self.data.close[0] < self.sma[0]:
                self.sell()",Qwen2.5-7B base
AAPL,9,exception,-2.0,,,,,"class Strategy(bt.Strategy):
    params = dict(
        exit_target=0.05,
        entry_target=0.01,
    )

    def __init__(self):
        self.dataclose = self.datas[0].close
        self.datahigh = self.datas[0].high
        self.datalow = self.datas[0].low
        self.dataopen = self.datas[0].open
        self.volume = self.datas[0].volume

    def next(self):
        if self.dataclose[0] >= self.dataclose[-1] * (1 + self.entry_target):
            self.buy()
        elif self.dataclose[0] <= self.dataclose[-1] * (1 - self.exit_target):
            self.sell()",Qwen2.5-7B base
AAPL,10,profitable,1.0,0.3551999999999777,-3.6615113240213346,0.0889912509721174,0.6701276158665235,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)

    def next(self):
        if not self.position:
            if self.data.close > self.sma:
                self.buy()
        else:
            if self.data.close <= self.sma:
                self.sell()",Qwen2.5-7B base
AMGN,1,profitable,9.2806842599871,36.42129999999992,0.5103784215001357,9.2806842599871,21.16066334419692,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)

    def next(self):
        if self.data.close[0] > self.sma[0]:
            self.close()
            self.order_target_percent(target=1)
        elif self.data.close[0] < self.sma[0]:
            self.close()
            self.order_target_percent(target=0)",Qwen2.5-7B base
AMGN,2,profitable,1.0,0.135799999999997,-5.706229485680964,0.0340757862885648,1.030638541756533,"class Strategy(bt.Strategy):
    params = (
        ('fast_ma_period', 50),
        ('slow_ma_period', 200),
    )

    def __init__(self):
        self.fast_ma = bt.indicators.SimpleMovingAverage(self.data.close, period=self.params.fast_ma_period)
        self.slow_ma = bt.indicators.SimpleMovingAverage(self.data.close, period=self.params.slow_ma_period)
        self.crossover = bt.indicators.CrossOver(self.fast_ma, self.slow_ma)

    def next(self):
        if not self.position:
            if self.crossover > 0:
                self.buy()
        elif self.crossover < 0:
            self.close()",Qwen2.5-7B base
AMGN,3,exception,-2.0,,,,,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=20)
        self.rsi = bt.indicators.RelativeStrengthIndex(self.data.close, period=14)
        self.bb = bt.indicators.BollingerBands(self.data.close, period=20, devfactor=2)

    def next(self):
        if self.data.close[0] > self.bb.top[0] and self.data.volume[0] > self.data.volume[-1]:
            self.close()
            self.buy()
        elif self.data.close[0] < self.bb.bottom[0]:
            self.close()
            self.sell()
        elif self.data.rsi[0] > 70:
            self.sell()
        elif self.data.rsi[0] < 30:
            self.buy()",Qwen2.5-7B base
AMGN,4,profitable,1.0,1.5532000000001212,-1.7921687974280136,0.386640778961439,0.6289233579348106,"class Strategy(bt.Strategy):
    def __init__(self):
        self.dataclose = self.data.close

    def next(self):
        if self.dataclose[0] > self.dataclose[-1]:
            self.close()
            self.buy()
        else:
            self.close()",Qwen2.5-7B base
AMGN,5,profitable,1.0,1.1803999999999704,-4.165583276994279,0.2939457661483569,0.4845085924803113,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SMA(period=20)

    def next(self):
        if not self.position:
            if self.data.close[0] > self.sma[0]:
                self.buy()
        else:
            if self.data.close[0] < self.sma[0]:
                self.sell()",Qwen2.5-7B base
AMGN,6,profitable,1.0,0.8762000000000159,-5.770684201688162,0.2184253712461448,0.7192645322557466,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)

    def next(self):
        if not self.position:
            if self.data.close[0] > self.sma[0]:
                self.buy()
        elif self.data.close[0] < self.sma[0]:
            self.sell()",Qwen2.5-7B base
AMGN,7,exception,-2.0,,,,,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.bbands = bt.indicators.BollingerBands(self.data.close, period=20)

    def next(self):
        if self.data.close[0] > self.sma[0]:
            self.order_target_percent(target=1.0)
        elif self.data.close[0] < self.bbands.lowerband[0]:
            self.order_target_percent(target=0.0)",Qwen2.5-7B base
AMGN,8,exception,-2.0,,,,,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.macd = bt.indicators.MACD(self.data)
        self.rsi = bt.indicators.RSI_SMA(self.data.close, period=14)

    def next(self):
        if self.order:
            return

        if (self.sma[0] > self.sma[-1] and self.macd.macd[0] > self.macd.macd[-1] and self.rsi[0] < 30):
            self.buy()
        elif (self.sma[0] < self.sma[-1] and self.macd.macd[0] < self.macd.macd[-1] and self.rsi[0] > 70):
            self.sell()",Qwen2.5-7B base
AMGN,9,exception,-2.0,,,,,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.bb = bt.indicators.BollingerBands(self.data.close, period=20, devfactor=2)

    def next(self):
        if self.data.close[0] > self.bb.top[0] and self.data.close[1] > self.bb.top[1]:
            self.sell()
        elif self.data.close[0] < self.bb.bottom[0] and self.data.close[1] < self.bb.bottom[1]:
            self.buy()
        elif self.data.close[0] > self.sma[0] and self.data.close[1] <= self.sma[1]:
            self.close()
            self.order_target_percent(self.data, 1)
        elif self.data.close[0] < self.sma[0] and self.data.close[1] >= self.sma[1]:
            self.close()
            self.order_target_percent(self.data, 0)",Qwen2.5-7B base
AMGN,10,exception,-2.0,,,,,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.rsi = bt.indicators.RSI_SMA(self.data.close, period=14)

    def next(self):
        if self.data.close[0] > self.sma[0] and self.rsi[0] < 30:
            self.buy()
        elif self.data.close[0] < self.sma[0] and self.rsi[0] > 70:
            self.sell()
        elif self.rsi[0] > self.rsi.previous[0] and self.rsi[0] < 50:
            self.close()",Qwen2.5-7B base
AXP,1,invalid_code,-3.0,,,,,"class Strategy(bt.Strategy):
    def __init__(self):
        self.sma = bt.indicators.SimpleMovingAverage(self.data.close, period=50)
        self.boll = bt.indicators.BollingerBands(self.data.close, period=30)

    def next(self):
        if not self.position:
            if self.data.close < self.boll.lines.bot[0] and self	data.close > self.sma[0]:
                self.buy()
        elif self.data.close > self.boll.lines.top[0]:
            self.sell()
        elif self.data.close > self.sma[0]:
            self.close()",Qwen2.5-7B base
AXP,2,profitable,13.877045046354995,57.55649999999988,0.6164988325444078,13.877045046354995,19.2569495380085,"class Strategy(bt.Strategy):
    def __init__(self):
        self.dataclose = self.datas[0].close
        self.sma = bt.indicators.SimpleMovingAverage(self.datas[0], period=10)

    def next(self):
        if self.dataclose > self.sma:
            self.buy()
        elif self.dataclose < self.sma:
            self.sell()
        else:
            self.close()",Qwen2.5-7B base
